路線編號,路線,路線名稱,站序,中文站點名,去回
985,A1,臺中國際機場 - 臺中公園,1,臺中國際機場,去程
985,A1,臺中國際機場 - 臺中公園,2,新烏日車站,去程
985,A1,臺中國際機場 - 臺中公園,3,永春東七路,去程
985,A1,臺中國際機場 - 臺中公園,4,黎明路,去程
985,A1,臺中國際機場 - 臺中公園,5,文心路一段,去程
985,A1,臺中國際機場 - 臺中公園,6,東興路二段,去程
985,A1,臺中國際機場 - 臺中公園,7,忠明南路,去程
985,A1,臺中國際機場 - 臺中公園,8,美術館,去程
985,A1,臺中國際機場 - 臺中公園,9,大墩文化中心,去程
985,A1,臺中國際機場 - 臺中公園,10,臺中教育大學,去程
985,A1,臺中國際機場 - 臺中公園,11,臺中州廳,去程
985,A1,臺中國際機場 - 臺中公園,12,成旅晶贊飯店,去程
985,A1,臺中國際機場 - 臺中公園,13,星動銀河旅站,去程
985,A1,臺中國際機場 - 臺中公園,14,臺中公園,去程
985,A1,臺中國際機場 - 臺中公園,1,臺中公園,回程
985,A1,臺中國際機場 - 臺中公園,2,成旅晶贊飯店,回程
985,A1,臺中國際機場 - 臺中公園,3,臺中州廳,回程
985,A1,臺中國際機場 - 臺中公園,4,臺中教育大學,回程
985,A1,臺中國際機場 - 臺中公園,5,大墩文化中心,回程
985,A1,臺中國際機場 - 臺中公園,6,美術館,回程
985,A1,臺中國際機場 - 臺中公園,7,忠明南路,回程
985,A1,臺中國際機場 - 臺中公園,8,東興路二段,回程
985,A1,臺中國際機場 - 臺中公園,9,文心路一段,回程
985,A1,臺中國際機場 - 臺中公園,10,黎明路,回程
985,A1,臺中國際機場 - 臺中公園,11,永春東七路,回程
985,A1,臺中國際機場 - 臺中公園,12,新烏日車站,回程
985,A1,臺中國際機場 - 臺中公園,13,臺中國際機場,回程
986,A2,臺中國際機場 - 臺中車站,1,臺中國際機場,去程
986,A2,臺中國際機場 - 臺中車站,2,靜宜大學(專用道),去程
986,A2,臺中國際機場 - 臺中車站,3,晉江寮(專用道),去程
986,A2,臺中國際機場 - 臺中車站,4,弘光科技大學(專用道),去程
986,A2,臺中國際機場 - 臺中車站,5,正英路(專用道),去程
986,A2,臺中國際機場 - 臺中車站,6,坪頂(專用道),去程
986,A2,臺中國際機場 - 臺中車站,7,東海別墅(專用道),去程
986,A2,臺中國際機場 - 臺中車站,8,榮總/東海大學(專用道),去程
986,A2,臺中國際機場 - 臺中車站,9,玉門路(專用道),去程
986,A2,臺中國際機場 - 臺中車站,10,澄清醫院(專用道),去程
986,A2,臺中國際機場 - 臺中車站,11,中港新城(專用道),去程
986,A2,臺中國際機場 - 臺中車站,12,福華/裕元酒店(福安),去程
986,A2,臺中國際機場 - 臺中車站,13,台中/鼎隆商旅(秋紅谷),去程
986,A2,臺中國際機場 - 臺中車站,14,新光/遠百(專用道),去程
986,A2,臺中國際機場 - 臺中車站,15,市政府(專用道),去程
986,A2,臺中國際機場 - 臺中車站,16,長榮桂冠/永豐棧酒店(頂何厝),去程
986,A2,臺中國際機場 - 臺中車站,17,忠明國小(專用道),去程
986,A2,臺中國際機場 - 臺中車站,18,全國/金典酒店(科博館),去程
986,A2,臺中國際機場 - 臺中車站,19,臺中州廳,去程
986,A2,臺中國際機場 - 臺中車站,20,臺中車站,去程
986,A2,臺中國際機場 - 臺中車站,1,臺中車站,回程
986,A2,臺中國際機場 - 臺中車站,2,臺中州廳,回程
986,A2,臺中國際機場 - 臺中車站,3,全國/金典酒店(科博館),回程
986,A2,臺中國際機場 - 臺中車站,4,忠明國小(專用道),回程
986,A2,臺中國際機場 - 臺中車站,5,長榮桂冠/永豐棧酒店(頂何厝),回程
986,A2,臺中國際機場 - 臺中車站,6,市政府(專用道),回程
986,A2,臺中國際機場 - 臺中車站,7,新光/遠百(專用道),回程
986,A2,臺中國際機場 - 臺中車站,8,台中/鼎隆商旅(秋紅谷),回程
986,A2,臺中國際機場 - 臺中車站,9,福華/裕元酒店(福安),回程
986,A2,臺中國際機場 - 臺中車站,10,中港新城(專用道),回程
986,A2,臺中國際機場 - 臺中車站,11,澄清醫院(專用道),回程
986,A2,臺中國際機場 - 臺中車站,12,玉門路(專用道),回程
986,A2,臺中國際機場 - 臺中車站,13,榮總/東海大學(專用道),回程
986,A2,臺中國際機場 - 臺中車站,14,東海別墅(專用道),回程
986,A2,臺中國際機場 - 臺中車站,15,坪頂(專用道),回程
986,A2,臺中國際機場 - 臺中車站,16,正英路(專用道),回程
986,A2,臺中國際機場 - 臺中車站,17,弘光科技大學(專用道),回程
986,A2,臺中國際機場 - 臺中車站,18,晉江寮(專用道),回程
986,A2,臺中國際機場 - 臺中車站,19,靜宜大學(專用道),回程
986,A2,臺中國際機場 - 臺中車站,20,臺中國際機場,回程
987,A3,臺中國際機場 - 逢甲夜市,1,臺中國際機場,去程
987,A3,臺中國際機場 - 逢甲夜市,2,中南海/兆品酒店(頂陳平),去程
987,A3,臺中國際機場 - 逢甲夜市,3,大德國中(國光客運水湳站),去程
987,A3,臺中國際機場 - 逢甲夜市,4,禾康商務旅館(水湳市場),去程
987,A3,臺中國際機場 - 逢甲夜市,5,通豪大飯店(曉明女中),去程
987,A3,臺中國際機場 - 逢甲夜市,6,逢甲夜市(福星停車場),去程
987,A3,臺中國際機場 - 逢甲夜市,7,逢甲大學(福星路),去程
987,A3,臺中國際機場 - 逢甲夜市,8,星享道酒店(漢翔公司),去程
987,A3,臺中國際機場 - 逢甲夜市,1,星享道酒店(漢翔公司),回程
987,A3,臺中國際機場 - 逢甲夜市,2,逢甲大學(福星路),回程
987,A3,臺中國際機場 - 逢甲夜市,3,逢甲夜市(福星停車場),回程
987,A3,臺中國際機場 - 逢甲夜市,4,通豪大飯店(曉明女中),回程
987,A3,臺中國際機場 - 逢甲夜市,5,禾康商務旅館(水湳市場),回程
987,A3,臺中國際機場 - 逢甲夜市,6,大德國中(國光客運水湳站),回程
987,A3,臺中國際機場 - 逢甲夜市,7,中南海/兆品酒店(頂陳平),回程
987,A3,臺中國際機場 - 逢甲夜市,8,臺中國際機場,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,1,臺中刑務所演武場,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,2,忠孝國小,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,3,臺中科大民生校區,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,4,臺中州廳,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,5,民權繼光街口,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,6,臺中車站(民族路口),去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,7,干城站,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,8,臺中公園(雙十路),去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,9,中興堂,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,10,國立臺中科技大學,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,11,中友百貨,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,12,一心市場,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,13,三民錦中街口,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,14,新民高中(三民路),去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,15,寶覺寺,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,16,監理站,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,17,北屯國小(北屯路),去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,18,北屯,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,19,三光國中,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,20,大坑口,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,21,聯安醫院,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,22,東光國小,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,23,東山旱溪西路口,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,24,玫瑰新村,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,25,水景里,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,26,三和社區,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,27,水景頭,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,28,大華新村,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,29,建功國小,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,30,軍功里,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,31,和平里(東山路),去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,32,東山建和路口,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,33,正覺寺,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,34,東山松竹路口,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,35,大坑9號步道,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,36,台電東山所,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,37,梨仔園,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,38,逢甲橋,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,39,大坑圓環,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,40,大坑橋,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,41,樂達利山莊,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,42,中臺科技大學校區,去程
1,1,臺中刑務所演武場 - 中臺科技大學校區,1,中臺科技大學校區,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,2,中臺科技大學,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,3,樂達利山莊,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,4,大坑橋,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,5,大坑圓環,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,6,逢甲橋,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,7,梨仔園,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,8,台電東山所,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,9,大坑9號步道,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,10,東山松竹路口,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,11,正覺寺,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,12,東山建和路口,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,13,和平里(東山路),回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,14,軍功里,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,15,建功國小,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,16,大華新村,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,17,水景頭,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,18,三和社區,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,19,水景里,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,20,玫瑰新村,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,21,東山旱溪西路口,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,22,東光國小,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,23,聯安醫院,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,24,大坑口,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,25,三光國中,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,26,北屯,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,27,北屯國小(北屯路),回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,28,監理站,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,29,寶覺寺,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,30,新民高中(三民路),回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,31,三民錦中街口,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,32,一心市場,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,33,中友百貨,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,34,國立臺中科技大學,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,35,中興堂,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,36,臺中公園(雙十路),回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,37,干城站,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,38,臺中車站(成功路口),回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,39,民權繼光街口,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,40,臺中州廳,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,41,臺中科大民生校區,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,42,忠孝國小,回程
1,1,臺中刑務所演武場 - 中臺科技大學校區,43,臺中刑務所演武場,回程
3,3,東山高中 - 高鐵臺中站,1,東山高中(景賢六路),去程
3,3,東山高中 - 高鐵臺中站,2,太原軍功路口,去程
3,3,東山高中 - 高鐵臺中站,3,四角竹圍,去程
3,3,東山高中 - 高鐵臺中站,4,樹德育賢路口,去程
3,3,東山高中 - 高鐵臺中站,5,樹德育才路口,去程
3,3,東山高中 - 高鐵臺中站,6,樹德廣三街口,去程
3,3,東山高中 - 高鐵臺中站,7,新高兒童公園,去程
3,3,東山高中 - 高鐵臺中站,8,宜欣郵局,去程
3,3,東山高中 - 高鐵臺中站,9,宜昌中山路口,去程
3,3,東山高中 - 高鐵臺中站,10,賢德醫院,去程
3,3,東山高中 - 高鐵臺中站,11,新平溪洲路口,去程
3,3,東山高中 - 高鐵臺中站,12,宜欣國小,去程
3,3,東山高中 - 高鐵臺中站,13,新平仁和街口,去程
3,3,東山高中 - 高鐵臺中站,14,新平永平路口,去程
3,3,東山高中 - 高鐵臺中站,15,太平國小,去程
3,3,東山高中 - 高鐵臺中站,16,中太平,去程
3,3,東山高中 - 高鐵臺中站,17,太平農會,去程
3,3,東山高中 - 高鐵臺中站,18,太平中平路口,去程
3,3,東山高中 - 高鐵臺中站,19,中平國中,去程
3,3,東山高中 - 高鐵臺中站,20,精美社區,去程
3,3,東山高中 - 高鐵臺中站,21,長億二街口,去程
3,3,東山高中 - 高鐵臺中站,22,長億六太平一街口,去程
3,3,東山高中 - 高鐵臺中站,23,長億高中,去程
3,3,東山高中 - 高鐵臺中站,24,慈明高中,去程
3,3,東山高中 - 高鐵臺中站,25,幸福德隆,去程
3,3,東山高中 - 高鐵臺中站,26,太平親子館,去程
3,3,東山高中 - 高鐵臺中站,27,鳳凰路182巷口,去程
3,3,東山高中 - 高鐵臺中站,28,光正國中,去程
3,3,東山高中 - 高鐵臺中站,29,修平科技大學,去程
3,3,東山高中 - 高鐵臺中站,30,百姓公廟,去程
3,3,東山高中 - 高鐵臺中站,31,仁化仁城路口,去程
3,3,東山高中 - 高鐵臺中站,32,仁化仁愛路口,去程
3,3,東山高中 - 高鐵臺中站,33,仁化里,去程
3,3,東山高中 - 高鐵臺中站,34,仁化慈德路口,去程
3,3,東山高中 - 高鐵臺中站,35,仁化至善路口,去程
3,3,東山高中 - 高鐵臺中站,36,仁化中興路口,去程
3,3,東山高中 - 高鐵臺中站,37,大突寮(國中路),去程
3,3,東山高中 - 高鐵臺中站,38,台電大里服務所,去程
3,3,東山高中 - 高鐵臺中站,39,市立大里高中,去程
3,3,東山高中 - 高鐵臺中站,40,爽文大里路口,去程
3,3,東山高中 - 高鐵臺中站,41,爽文德芳路口,去程
3,3,東山高中 - 高鐵臺中站,42,爽文公園,去程
3,3,東山高中 - 高鐵臺中站,43,爽文東榮路口,去程
3,3,東山高中 - 高鐵臺中站,44,爽文東明路口,去程
3,3,東山高中 - 高鐵臺中站,45,積善公園,去程
3,3,東山高中 - 高鐵臺中站,46,僑泰中學(高工路),去程
3,3,東山高中 - 高鐵臺中站,47,工學一街口,去程
3,3,東山高中 - 高鐵臺中站,48,臺中高工(高工路),去程
3,3,東山高中 - 高鐵臺中站,49,高工文心南路口,去程
3,3,東山高中 - 高鐵臺中站,50,復興大慶街口,去程
3,3,東山高中 - 高鐵臺中站,51,勤工派出所,去程
3,3,東山高中 - 高鐵臺中站,52,復興環中路口,去程
3,3,東山高中 - 高鐵臺中站,53,樹仔腳,去程
3,3,東山高中 - 高鐵臺中站,54,九張犁,去程
3,3,東山高中 - 高鐵臺中站,55,明道花園城,去程
3,3,東山高中 - 高鐵臺中站,56,明道中學,去程
3,3,東山高中 - 高鐵臺中站,57,烏日橋,去程
3,3,東山高中 - 高鐵臺中站,58,中和紡織,去程
3,3,東山高中 - 高鐵臺中站,59,中山五光路口,去程
3,3,東山高中 - 高鐵臺中站,60,烏日(中山路),去程
3,3,東山高中 - 高鐵臺中站,61,烏日國中(中山路),去程
3,3,東山高中 - 高鐵臺中站,62,高鐵臺中站(第14月台),去程
3,3,東山高中 - 高鐵臺中站,1,高鐵臺中站(第14月台),回程
3,3,東山高中 - 高鐵臺中站,2,烏日國中(中山路),回程
3,3,東山高中 - 高鐵臺中站,3,烏日(中山路),回程
3,3,東山高中 - 高鐵臺中站,4,中山五光路口,回程
3,3,東山高中 - 高鐵臺中站,5,中和紡織,回程
3,3,東山高中 - 高鐵臺中站,6,烏日橋,回程
3,3,東山高中 - 高鐵臺中站,7,明道中學,回程
3,3,東山高中 - 高鐵臺中站,8,明道花園城,回程
3,3,東山高中 - 高鐵臺中站,9,九張犁,回程
3,3,東山高中 - 高鐵臺中站,10,樹仔腳,回程
3,3,東山高中 - 高鐵臺中站,11,復興環中路口,回程
3,3,東山高中 - 高鐵臺中站,12,勤工派出所,回程
3,3,東山高中 - 高鐵臺中站,13,復興大慶街口,回程
3,3,東山高中 - 高鐵臺中站,14,高工文心南路口,回程
3,3,東山高中 - 高鐵臺中站,15,臺中高工(高工路),回程
3,3,東山高中 - 高鐵臺中站,16,工學一街口,回程
3,3,東山高中 - 高鐵臺中站,17,僑泰中學(高工路),回程
3,3,東山高中 - 高鐵臺中站,18,積善公園,回程
3,3,東山高中 - 高鐵臺中站,19,爽文東明路口,回程
3,3,東山高中 - 高鐵臺中站,20,爽文東榮路口,回程
3,3,東山高中 - 高鐵臺中站,21,爽文公園,回程
3,3,東山高中 - 高鐵臺中站,22,爽文德芳路口,回程
3,3,東山高中 - 高鐵臺中站,23,爽文大里路口,回程
3,3,東山高中 - 高鐵臺中站,24,市立大里高中,回程
3,3,東山高中 - 高鐵臺中站,25,台電大里服務所,回程
3,3,東山高中 - 高鐵臺中站,26,大突寮(國中路),回程
3,3,東山高中 - 高鐵臺中站,27,仁化中興路口,回程
3,3,東山高中 - 高鐵臺中站,28,仁化至善路口,回程
3,3,東山高中 - 高鐵臺中站,29,仁化慈德路口,回程
3,3,東山高中 - 高鐵臺中站,30,仁化里,回程
3,3,東山高中 - 高鐵臺中站,31,仁化仁愛路口,回程
3,3,東山高中 - 高鐵臺中站,32,仁化仁城路口,回程
3,3,東山高中 - 高鐵臺中站,33,百姓公廟,回程
3,3,東山高中 - 高鐵臺中站,34,修平科技大學,回程
3,3,東山高中 - 高鐵臺中站,35,光正國中,回程
3,3,東山高中 - 高鐵臺中站,36,鳳凰路182巷口,回程
3,3,東山高中 - 高鐵臺中站,37,太平親子館,回程
3,3,東山高中 - 高鐵臺中站,38,幸福德隆,回程
3,3,東山高中 - 高鐵臺中站,39,慈明高中,回程
3,3,東山高中 - 高鐵臺中站,40,長億高中,回程
3,3,東山高中 - 高鐵臺中站,41,長億六太平一街口,回程
3,3,東山高中 - 高鐵臺中站,42,長億二街口,回程
3,3,東山高中 - 高鐵臺中站,43,精美社區,回程
3,3,東山高中 - 高鐵臺中站,44,中平國中,回程
3,3,東山高中 - 高鐵臺中站,45,太平中平路口,回程
3,3,東山高中 - 高鐵臺中站,46,太平農會,回程
3,3,東山高中 - 高鐵臺中站,47,中太平,回程
3,3,東山高中 - 高鐵臺中站,48,太平國小,回程
3,3,東山高中 - 高鐵臺中站,49,新平永平路口,回程
3,3,東山高中 - 高鐵臺中站,50,新平仁和街口,回程
3,3,東山高中 - 高鐵臺中站,51,宜欣國小,回程
3,3,東山高中 - 高鐵臺中站,52,新平溪洲路口,回程
3,3,東山高中 - 高鐵臺中站,53,賢德醫院,回程
3,3,東山高中 - 高鐵臺中站,54,宜昌中山路口,回程
3,3,東山高中 - 高鐵臺中站,55,宜欣郵局,回程
3,3,東山高中 - 高鐵臺中站,56,新高兒童公園,回程
3,3,東山高中 - 高鐵臺中站,57,樹德廣三街口,回程
3,3,東山高中 - 高鐵臺中站,58,樹德育才路口,回程
3,3,東山高中 - 高鐵臺中站,59,樹德育賢路口,回程
3,3,東山高中 - 高鐵臺中站,60,四角竹圍,回程
3,3,東山高中 - 高鐵臺中站,61,東山高中(景賢六路),回程
5,5,臺中車站 - 僑光科技大學,1,臺中車站(民族路口),去程
5,5,臺中車站 - 僑光科技大學,2,臺中車站(D月台),去程
5,5,臺中車站 - 僑光科技大學,3,干城站,去程
5,5,臺中車站 - 僑光科技大學,4,臺中公園(自由路),去程
5,5,臺中車站 - 僑光科技大學,5,第二市場(臺灣大道),去程
5,5,臺中車站 - 僑光科技大學,6,光復國小(三民路),去程
5,5,臺中車站 - 僑光科技大學,7,臺中公園(三民路),去程
5,5,臺中車站 - 僑光科技大學,8,國立臺中科技大學,去程
5,5,臺中車站 - 僑光科技大學,9,中友百貨,去程
5,5,臺中車站 - 僑光科技大學,10,五權學士路口,去程
5,5,臺中車站 - 僑光科技大學,11,五常里,去程
5,5,臺中車站 - 僑光科技大學,12,光大里,去程
5,5,臺中車站 - 僑光科技大學,13,五權公園路口(光大社區),去程
5,5,臺中車站 - 僑光科技大學,14,中央市場,去程
5,5,臺中車站 - 僑光科技大學,15,五權臺灣大道口,去程
5,5,臺中車站 - 僑光科技大學,16,五權民生路口,去程
5,5,臺中車站 - 僑光科技大學,17,五權自立街口,去程
5,5,臺中車站 - 僑光科技大學,18,大墩文化中心(英才路),去程
5,5,臺中車站 - 僑光科技大學,19,英才郵局,去程
5,5,臺中車站 - 僑光科技大學,20,市農會,去程
5,5,臺中車站 - 僑光科技大學,21,互助新村,去程
5,5,臺中車站 - 僑光科技大學,22,頂麻園(向上市場),去程
5,5,臺中車站 - 僑光科技大學,23,向上忠明南路口,去程
5,5,臺中車站 - 僑光科技大學,24,向上精誠路口,去程
5,5,臺中車站 - 僑光科技大學,25,向上東興路口,去程
5,5,臺中車站 - 僑光科技大學,26,向上大墩路口,去程
5,5,臺中車站 - 僑光科技大學,27,捷運文心森林公園站(向上路),去程
5,5,臺中車站 - 僑光科技大學,28,向上惠文路口,去程
5,5,臺中車站 - 僑光科技大學,29,林新醫院(向上路),去程
5,5,臺中車站 - 僑光科技大學,30,林新醫院(惠中路),去程
5,5,臺中車站 - 僑光科技大學,31,惠文高中(惠中路),去程
5,5,臺中車站 - 僑光科技大學,32,惠來公園(惠中路),去程
5,5,臺中車站 - 僑光科技大學,33,中央健保署(惠中路),去程
5,5,臺中車站 - 僑光科技大學,34,惠中市政北三路口,去程
5,5,臺中車站 - 僑光科技大學,35,大遠百,去程
5,5,臺中車站 - 僑光科技大學,36,新光三越,去程
5,5,臺中車站 - 僑光科技大學,37,教師新村,去程
5,5,臺中車站 - 僑光科技大學,38,秋紅谷(朝陽橋),去程
5,5,臺中車站 - 僑光科技大學,39,朝馬(臺灣大道),去程
5,5,臺中車站 - 僑光科技大學,40,朝馬(黎明路),去程
5,5,臺中車站 - 僑光科技大學,41,青海光明路口,去程
5,5,臺中車站 - 僑光科技大學,42,至善國中(逢甲路),去程
5,5,臺中車站 - 僑光科技大學,43,逢甲大學(逢甲路),去程
5,5,臺中車站 - 僑光科技大學,44,逢甲大學(福星路),去程
5,5,臺中車站 - 僑光科技大學,45,福星西安街口,去程
5,5,臺中車站 - 僑光科技大學,46,漢翔公司(星享道),去程
5,5,臺中車站 - 僑光科技大學,47,僑光科技大學,去程
5,5,臺中車站 - 僑光科技大學,48,福星北西苑路口,去程
5,5,臺中車站 - 僑光科技大學,49,西苑高中,去程
5,5,臺中車站 - 僑光科技大學,50,文修停車場,去程
5,5,臺中車站 - 僑光科技大學,1,文修停車場,回程
5,5,臺中車站 - 僑光科技大學,2,西苑高中,回程
5,5,臺中車站 - 僑光科技大學,3,福星北西苑路口,回程
5,5,臺中車站 - 僑光科技大學,4,僑光科技大學,回程
5,5,臺中車站 - 僑光科技大學,5,漢翔公司(星享道),回程
5,5,臺中車站 - 僑光科技大學,6,福星西安街口,回程
5,5,臺中車站 - 僑光科技大學,7,逢甲大學(福星路),回程
5,5,臺中車站 - 僑光科技大學,8,逢甲大學(逢甲路),回程
5,5,臺中車站 - 僑光科技大學,9,至善國中(逢甲路),回程
5,5,臺中車站 - 僑光科技大學,10,青海光明路口,回程
5,5,臺中車站 - 僑光科技大學,11,朝馬(黎明路),回程
5,5,臺中車站 - 僑光科技大學,12,朝馬(臺灣大道),回程
5,5,臺中車站 - 僑光科技大學,13,秋紅谷(朝陽橋),回程
5,5,臺中車站 - 僑光科技大學,14,教師新村,回程
5,5,臺中車站 - 僑光科技大學,15,新光三越,回程
5,5,臺中車站 - 僑光科技大學,16,惠中市政北三路口,回程
5,5,臺中車站 - 僑光科技大學,17,中央健保署(惠中路),回程
5,5,臺中車站 - 僑光科技大學,18,惠來公園(惠中路),回程
5,5,臺中車站 - 僑光科技大學,19,惠文高中(惠中路),回程
5,5,臺中車站 - 僑光科技大學,20,林新醫院(惠中路),回程
5,5,臺中車站 - 僑光科技大學,21,林新醫院(向上路),回程
5,5,臺中車站 - 僑光科技大學,22,向上惠文路口,回程
5,5,臺中車站 - 僑光科技大學,23,捷運文心森林公園站(向上路),回程
5,5,臺中車站 - 僑光科技大學,24,向上大墩路口,回程
5,5,臺中車站 - 僑光科技大學,25,向上東興路口,回程
5,5,臺中車站 - 僑光科技大學,26,向上精誠路口,回程
5,5,臺中車站 - 僑光科技大學,27,向上忠明南路口,回程
5,5,臺中車站 - 僑光科技大學,28,頂麻園(向上市場),回程
5,5,臺中車站 - 僑光科技大學,29,互助新村,回程
5,5,臺中車站 - 僑光科技大學,30,市農會,回程
5,5,臺中車站 - 僑光科技大學,31,英才郵局,回程
5,5,臺中車站 - 僑光科技大學,32,大墩文化中心(英才路),回程
5,5,臺中車站 - 僑光科技大學,33,五權自立街口,回程
5,5,臺中車站 - 僑光科技大學,34,五權民生路口,回程
5,5,臺中車站 - 僑光科技大學,35,五權臺灣大道口,回程
5,5,臺中車站 - 僑光科技大學,36,中央市場,回程
5,5,臺中車站 - 僑光科技大學,37,五權公園路口(光大社區),回程
5,5,臺中車站 - 僑光科技大學,38,光大里,回程
5,5,臺中車站 - 僑光科技大學,39,五常里,回程
5,5,臺中車站 - 僑光科技大學,40,五權學士路口,回程
5,5,臺中車站 - 僑光科技大學,41,一心市場,回程
5,5,臺中車站 - 僑光科技大學,42,中友百貨,回程
5,5,臺中車站 - 僑光科技大學,43,國立臺中科技大學,回程
5,5,臺中車站 - 僑光科技大學,44,臺中公園(三民路),回程
5,5,臺中車站 - 僑光科技大學,45,光復國小(三民路),回程
5,5,臺中車站 - 僑光科技大學,46,第二市場(三民路),回程
5,5,臺中車站 - 僑光科技大學,47,美榮藥局,回程
5,5,臺中車站 - 僑光科技大學,48,臺中州廳,回程
5,5,臺中車站 - 僑光科技大學,49,民權繼光街口,回程
5,5,臺中車站 - 僑光科技大學,50,臺中車站(民族路口),回程
6,6,干城站 - 忠義里,1,干城站,去程
6,6,干城站 - 忠義里,2,臺中車站(臺灣大道),去程
6,6,干城站 - 忠義里,3,第一廣場,去程
6,6,干城站 - 忠義里,4,彰化銀行(臺灣大道),去程
6,6,干城站 - 忠義里,5,第二市場(臺灣大道),去程
6,6,干城站 - 忠義里,6,光復國小(三民路),去程
6,6,干城站 - 忠義里,7,臺中公園(三民路),去程
6,6,干城站 - 忠義里,8,國立臺中科技大學,去程
6,6,干城站 - 忠義里,9,中友百貨,去程
