路線編號,路線,路線名稱,站序,中文站點名,去回
202,202,豐富公園 - 樹德路 - 豐原,47,民權繼光街口,回程
202,202,豐富公園 - 樹德路 - 豐原,48,臺中女中,回程
202,202,豐富公園 - 樹德路 - 豐原,49,地方法院,回程
202,202,豐富公園 - 樹德路 - 豐原,50,公館公園(自由路),回程
202,202,豐富公園 - 樹德路 - 豐原,51,奉順宮,回程
202,202,豐富公園 - 樹德路 - 豐原,52,三民西民興街口,回程
202,202,豐富公園 - 樹德路 - 豐原,53,三民西柳川東路口,回程
202,202,豐富公園 - 樹德路 - 豐原,54,豐富公園,回程
202,202,豐富公園 - 樹德路 - 豐原,55,愛心家園醫務室,回程
203,203,豐富公園 - 新田 - 豐原,1,愛心家園醫務室,去程
203,203,豐富公園 - 新田 - 豐原,2,豐富公園,去程
203,203,豐富公園 - 新田 - 豐原,3,三民西柳川東路口,去程
203,203,豐富公園 - 新田 - 豐原,4,三民西民興街口,去程
203,203,豐富公園 - 新田 - 豐原,5,奉順宮,去程
203,203,豐富公園 - 新田 - 豐原,6,公館公園(自由路),去程
203,203,豐富公園 - 新田 - 豐原,7,地方法院,去程
203,203,豐富公園 - 新田 - 豐原,8,臺中女中,去程
203,203,豐富公園 - 新田 - 豐原,9,民權繼光街口,去程
203,203,豐富公園 - 新田 - 豐原,10,臺中車站(民族路口),去程
203,203,豐富公園 - 新田 - 豐原,11,干城站,去程
203,203,豐富公園 - 新田 - 豐原,12,臺中公園(雙十路),去程
203,203,豐富公園 - 新田 - 豐原,13,中興堂,去程
203,203,豐富公園 - 新田 - 豐原,14,國立臺中科技大學,去程
203,203,豐富公園 - 新田 - 豐原,15,中友百貨,去程
203,203,豐富公園 - 新田 - 豐原,16,一心市場,去程
203,203,豐富公園 - 新田 - 豐原,17,三民錦中街口,去程
203,203,豐富公園 - 新田 - 豐原,18,新民高中(三民路),去程
203,203,豐富公園 - 新田 - 豐原,19,寶覺寺,去程
203,203,豐富公園 - 新田 - 豐原,20,監理站,去程
203,203,豐富公園 - 新田 - 豐原,21,北屯國小(北屯路),去程
203,203,豐富公園 - 新田 - 豐原,22,北屯,去程
203,203,豐富公園 - 新田 - 豐原,23,三光國中,去程
203,203,豐富公園 - 新田 - 豐原,24,大坑口,去程
203,203,豐富公園 - 新田 - 豐原,25,聯安醫院,去程
203,203,豐富公園 - 新田 - 豐原,26,東光國小,去程
203,203,豐富公園 - 新田 - 豐原,27,東山旱溪西路口,去程
203,203,豐富公園 - 新田 - 豐原,28,玫瑰新村,去程
203,203,豐富公園 - 新田 - 豐原,29,水景里,去程
203,203,豐富公園 - 新田 - 豐原,30,三和社區,去程
203,203,豐富公園 - 新田 - 豐原,31,水景頭,去程
203,203,豐富公園 - 新田 - 豐原,32,大華新村,去程
203,203,豐富公園 - 新田 - 豐原,33,建功國小,去程
203,203,豐富公園 - 新田 - 豐原,34,軍功農會,去程
203,203,豐富公園 - 新田 - 豐原,35,建功橋頭,去程
203,203,豐富公園 - 新田 - 豐原,36,軍功松竹路口,去程
203,203,豐富公園 - 新田 - 豐原,37,仁愛之家,去程
203,203,豐富公園 - 新田 - 豐原,38,名人球場,去程
203,203,豐富公園 - 新田 - 豐原,39,聚興,去程
203,203,豐富公園 - 新田 - 豐原,40,慈濟中醫院區,去程
203,203,豐富公園 - 新田 - 豐原,41,慈濟醫院,去程
203,203,豐富公園 - 新田 - 豐原,42,中興,去程
203,203,豐富公園 - 新田 - 豐原,43,潭子聯合辦公大樓,去程
203,203,豐富公園 - 新田 - 豐原,44,南新,去程
203,203,豐富公園 - 新田 - 豐原,45,中新,去程
203,203,豐富公園 - 新田 - 豐原,46,新田,去程
203,203,豐富公園 - 新田 - 豐原,47,福德祠(豐興路),去程
203,203,豐富公園 - 新田 - 豐原,48,下鐮村,去程
203,203,豐富公園 - 新田 - 豐原,49,金星觀入口,去程
203,203,豐富公園 - 新田 - 豐原,50,竹圍口,去程
203,203,豐富公園 - 新田 - 豐原,51,鐮村里,去程
203,203,豐富公園 - 新田 - 豐原,52,大發鑄造,去程
203,203,豐富公園 - 新田 - 豐原,53,甘宅,去程
203,203,豐富公園 - 新田 - 豐原,54,豐田田心路口,去程
203,203,豐富公園 - 新田 - 豐原,55,豐南國中,去程
203,203,豐富公園 - 新田 - 豐原,56,豐原藝文館,去程
203,203,豐富公園 - 新田 - 豐原,57,圓環東自強南街口,去程
203,203,豐富公園 - 新田 - 豐原,58,豐原高商,去程
203,203,豐富公園 - 新田 - 豐原,59,豐原電信局,去程
203,203,豐富公園 - 新田 - 豐原,60,臺灣企銀(豐原郵局),去程
203,203,豐富公園 - 新田 - 豐原,61,媽祖廟,去程
203,203,豐富公園 - 新田 - 豐原,62,和平街,去程
203,203,豐富公園 - 新田 - 豐原,63,豐原,去程
203,203,豐富公園 - 新田 - 豐原,1,豐原,回程
203,203,豐富公園 - 新田 - 豐原,2,媽祖廟,回程
203,203,豐富公園 - 新田 - 豐原,3,臺灣企銀(豐原郵局),回程
203,203,豐富公園 - 新田 - 豐原,4,豐原電信局,回程
203,203,豐富公園 - 新田 - 豐原,5,豐原高商,回程
203,203,豐富公園 - 新田 - 豐原,6,圓環東自強南街口,回程
203,203,豐富公園 - 新田 - 豐原,7,豐原藝文館,回程
203,203,豐富公園 - 新田 - 豐原,8,豐南國中,回程
203,203,豐富公園 - 新田 - 豐原,9,豐田田心路口,回程
203,203,豐富公園 - 新田 - 豐原,10,甘宅,回程
203,203,豐富公園 - 新田 - 豐原,11,大發鑄造,回程
203,203,豐富公園 - 新田 - 豐原,12,鐮村里,回程
203,203,豐富公園 - 新田 - 豐原,13,竹圍口,回程
203,203,豐富公園 - 新田 - 豐原,14,金星觀入口,回程
203,203,豐富公園 - 新田 - 豐原,15,下鐮村,回程
203,203,豐富公園 - 新田 - 豐原,16,福德祠(豐興路),回程
203,203,豐富公園 - 新田 - 豐原,17,新田,回程
203,203,豐富公園 - 新田 - 豐原,18,中新,回程
203,203,豐富公園 - 新田 - 豐原,19,南新,回程
203,203,豐富公園 - 新田 - 豐原,20,潭子聯合辦公大樓,回程
203,203,豐富公園 - 新田 - 豐原,21,中興,回程
203,203,豐富公園 - 新田 - 豐原,22,慈濟醫院,回程
203,203,豐富公園 - 新田 - 豐原,23,慈濟中醫院區,回程
203,203,豐富公園 - 新田 - 豐原,24,聚興,回程
203,203,豐富公園 - 新田 - 豐原,25,名人球場,回程
203,203,豐富公園 - 新田 - 豐原,26,仁愛之家,回程
203,203,豐富公園 - 新田 - 豐原,27,軍功松竹路口,回程
203,203,豐富公園 - 新田 - 豐原,28,建功橋頭,回程
203,203,豐富公園 - 新田 - 豐原,29,軍功農會,回程
203,203,豐富公園 - 新田 - 豐原,30,建功國小,回程
203,203,豐富公園 - 新田 - 豐原,31,大華新村,回程
203,203,豐富公園 - 新田 - 豐原,32,水景頭,回程
203,203,豐富公園 - 新田 - 豐原,33,三和社區,回程
203,203,豐富公園 - 新田 - 豐原,34,水景里,回程
203,203,豐富公園 - 新田 - 豐原,35,玫瑰新村,回程
203,203,豐富公園 - 新田 - 豐原,36,東山旱溪西路口,回程
203,203,豐富公園 - 新田 - 豐原,37,東光國小,回程
203,203,豐富公園 - 新田 - 豐原,38,聯安醫院,回程
203,203,豐富公園 - 新田 - 豐原,39,大坑口,回程
203,203,豐富公園 - 新田 - 豐原,40,三光國中,回程
203,203,豐富公園 - 新田 - 豐原,41,北屯,回程
203,203,豐富公園 - 新田 - 豐原,42,北屯國小(北屯路),回程
203,203,豐富公園 - 新田 - 豐原,43,監理站,回程
203,203,豐富公園 - 新田 - 豐原,44,寶覺寺,回程
203,203,豐富公園 - 新田 - 豐原,45,新民高中(三民路),回程
203,203,豐富公園 - 新田 - 豐原,46,三民錦中街口,回程
203,203,豐富公園 - 新田 - 豐原,47,一心市場,回程
203,203,豐富公園 - 新田 - 豐原,48,中友百貨,回程
203,203,豐富公園 - 新田 - 豐原,49,國立臺中科技大學,回程
203,203,豐富公園 - 新田 - 豐原,50,中興堂,回程
203,203,豐富公園 - 新田 - 豐原,51,臺中公園(雙十路),回程
203,203,豐富公園 - 新田 - 豐原,52,干城站,回程
203,203,豐富公園 - 新田 - 豐原,53,臺中車站(民族路口),回程
203,203,豐富公園 - 新田 - 豐原,54,民權繼光街口,回程
203,203,豐富公園 - 新田 - 豐原,55,臺中女中,回程
203,203,豐富公園 - 新田 - 豐原,56,地方法院,回程
203,203,豐富公園 - 新田 - 豐原,57,公館公園(自由路),回程
203,203,豐富公園 - 新田 - 豐原,58,奉順宮,回程
203,203,豐富公園 - 新田 - 豐原,59,三民西民興街口,回程
203,203,豐富公園 - 新田 - 豐原,60,三民西柳川東路口,回程
203,203,豐富公園 - 新田 - 豐原,61,豐富公園,回程
203,203,豐富公園 - 新田 - 豐原,62,愛心家園醫務室,回程
206,206,豐原 - 東勢高工,1,豐原,去程
206,206,豐原 - 東勢高工,2,頂街(中正路),去程
206,206,豐原 - 東勢高工,3,新都酒店,去程
206,206,豐原 - 東勢高工,4,豐原老人會館,去程
206,206,豐原 - 東勢高工,5,向陽圓環東路口,去程
206,206,豐原 - 東勢高工,6,葫蘆墩文化中心,去程
206,206,豐原 - 東勢高工,7,圓環東水源路口,去程
206,206,豐原 - 東勢高工,8,大楓樹福德祠,去程
206,206,豐原 - 東勢高工,9,永豐原紙廠,去程
206,206,豐原 - 東勢高工,10,翁子,去程
206,206,豐原 - 東勢高工,11,翁子保養場,去程
206,206,豐原 - 東勢高工,12,翁子國小,去程
206,206,豐原 - 東勢高工,13,半張,去程
206,206,豐原 - 東勢高工,14,豐勢國豐路口,去程
206,206,豐原 - 東勢高工,15,國家教育研究院,去程
206,206,豐原 - 東勢高工,16,朴子口,去程
206,206,豐原 - 東勢高工,17,民安,去程
206,206,豐原 - 東勢高工,18,埤頭,去程
206,206,豐原 - 東勢高工,19,石岡水壩,去程
206,206,豐原 - 東勢高工,20,岡尾,去程
206,206,豐原 - 東勢高工,21,石岡,去程
206,206,豐原 - 東勢高工,22,石岡區公所,去程
206,206,豐原 - 東勢高工,23,九房厝,去程
206,206,豐原 - 東勢高工,24,情人木橋,去程
206,206,豐原 - 東勢高工,25,社寮角,去程
206,206,豐原 - 東勢高工,26,新豐冷凍,去程
206,206,豐原 - 東勢高工,27,梅子,去程
206,206,豐原 - 東勢高工,28,明山寺,去程
206,206,豐原 - 東勢高工,29,下土牛,去程
206,206,豐原 - 東勢高工,30,連厝,去程
206,206,豐原 - 東勢高工,31,德興里,去程
206,206,豐原 - 東勢高工,32,土牛(豐勢路),去程
206,206,豐原 - 東勢高工,33,東勢游泳池,去程
206,206,豐原 - 東勢高工,34,東勢,去程
206,206,豐原 - 東勢高工,35,南平里,去程
206,206,豐原 - 東勢高工,36,中嵙口,去程
206,206,豐原 - 東勢高工,37,東勢南站,去程
206,206,豐原 - 東勢高工,38,石角口,去程
206,206,豐原 - 東勢高工,39,東勢林業文化園區,去程
206,206,豐原 - 東勢高工,40,新盛里(東勢高工),去程
206,206,豐原 - 東勢高工,1,新盛里(東勢高工),回程
206,206,豐原 - 東勢高工,2,東勢林業文化園區,回程
206,206,豐原 - 東勢高工,3,石角口,回程
206,206,豐原 - 東勢高工,4,東勢南站,回程
206,206,豐原 - 東勢高工,5,中嵙口,回程
206,206,豐原 - 東勢高工,6,南平里,回程
206,206,豐原 - 東勢高工,7,東勢,回程
206,206,豐原 - 東勢高工,8,東勢老人會館,回程
206,206,豐原 - 東勢高工,9,東新國中,回程
206,206,豐原 - 東勢高工,10,新豐新寧街口,回程
206,206,豐原 - 東勢高工,11,土牛(豐勢路),回程
206,206,豐原 - 東勢高工,12,德興里,回程
206,206,豐原 - 東勢高工,13,連厝,回程
206,206,豐原 - 東勢高工,14,下土牛,回程
206,206,豐原 - 東勢高工,15,明山寺,回程
206,206,豐原 - 東勢高工,16,梅子,回程
206,206,豐原 - 東勢高工,17,新豐冷凍,回程
206,206,豐原 - 東勢高工,18,社寮角,回程
206,206,豐原 - 東勢高工,19,情人木橋,回程
206,206,豐原 - 東勢高工,20,九房厝,回程
206,206,豐原 - 東勢高工,21,石岡區公所,回程
206,206,豐原 - 東勢高工,22,石岡,回程
206,206,豐原 - 東勢高工,23,岡尾,回程
206,206,豐原 - 東勢高工,24,石岡水壩,回程
206,206,豐原 - 東勢高工,25,埤頭,回程
206,206,豐原 - 東勢高工,26,民安,回程
206,206,豐原 - 東勢高工,27,朴子口,回程
206,206,豐原 - 東勢高工,28,國家教育研究院,回程
206,206,豐原 - 東勢高工,29,豐勢國豐路口,回程
206,206,豐原 - 東勢高工,30,半張,回程
206,206,豐原 - 東勢高工,31,翁子國小,回程
206,206,豐原 - 東勢高工,32,翁子保養場,回程
206,206,豐原 - 東勢高工,33,翁子,回程
206,206,豐原 - 東勢高工,34,永豐原紙廠,回程
206,206,豐原 - 東勢高工,35,大楓樹福德祠,回程
206,206,豐原 - 東勢高工,36,圓環東水源路口,回程
206,206,豐原 - 東勢高工,37,葫蘆墩文化中心,回程
206,206,豐原 - 東勢高工,38,向陽圓環東路口,回程
206,206,豐原 - 東勢高工,39,豐原老人會館,回程
206,206,豐原 - 東勢高工,40,新都酒店,回程
206,206,豐原 - 東勢高工,41,和平街,回程
206,206,豐原 - 東勢高工,42,豐原,回程
956,206延,石岡國中 - 東勢高工,1,石岡國中,去程
956,206延,石岡國中 - 東勢高工,2,新豐冷凍,去程
956,206延,石岡國中 - 東勢高工,3,社寮角,去程
956,206延,石岡國中 - 東勢高工,4,情人木橋,去程
956,206延,石岡國中 - 東勢高工,5,九房厝,去程
956,206延,石岡國中 - 東勢高工,6,石岡區公所,去程
956,206延,石岡國中 - 東勢高工,7,石岡,去程
956,206延,石岡國中 - 東勢高工,8,石岡國小,去程
956,206延,石岡國中 - 東勢高工,9,石岡,去程
956,206延,石岡國中 - 東勢高工,10,石岡區公所,去程
956,206延,石岡國中 - 東勢高工,11,九房厝,去程
956,206延,石岡國中 - 東勢高工,12,情人木橋,去程
956,206延,石岡國中 - 東勢高工,13,社寮角,去程
956,206延,石岡國中 - 東勢高工,14,新豐冷凍,去程
956,206延,石岡國中 - 東勢高工,15,梅子,去程
956,206延,石岡國中 - 東勢高工,16,明山寺,去程
956,206延,石岡國中 - 東勢高工,17,下土牛,去程
956,206延,石岡國中 - 東勢高工,18,連厝,去程
956,206延,石岡國中 - 東勢高工,19,德興里,去程
956,206延,石岡國中 - 東勢高工,20,土牛(豐勢路),去程
956,206延,石岡國中 - 東勢高工,21,東勢游泳池,去程
956,206延,石岡國中 - 東勢高工,22,東勢,去程
956,206延,石岡國中 - 東勢高工,23,南平里,去程
956,206延,石岡國中 - 東勢高工,24,中嵙口,去程
956,206延,石岡國中 - 東勢高工,25,東勢南站,去程
956,206延,石岡國中 - 東勢高工,26,石角口,去程
956,206延,石岡國中 - 東勢高工,27,東勢林業文化園區,去程
956,206延,石岡國中 - 東勢高工,28,新盛里(東勢高工),去程
956,206延,石岡國中 - 東勢高工,1,新盛里(東勢高工),回程
956,206延,石岡國中 - 東勢高工,2,東勢林業文化園區,回程
956,206延,石岡國中 - 東勢高工,3,石角口,回程
956,206延,石岡國中 - 東勢高工,4,東勢南站,回程
956,206延,石岡國中 - 東勢高工,5,中嵙口,回程
956,206延,石岡國中 - 東勢高工,6,南平里,回程
956,206延,石岡國中 - 東勢高工,7,東勢,回程
956,206延,石岡國中 - 東勢高工,8,東勢老人會館,回程
956,206延,石岡國中 - 東勢高工,9,東新國中,回程
956,206延,石岡國中 - 東勢高工,10,新豐新寧街口,回程
956,206延,石岡國中 - 東勢高工,11,土牛(豐勢路),回程
956,206延,石岡國中 - 東勢高工,12,德興里,回程
956,206延,石岡國中 - 東勢高工,13,連厝,回程
956,206延,石岡國中 - 東勢高工,14,下土牛,回程
956,206延,石岡國中 - 東勢高工,15,明山寺,回程
956,206延,石岡國中 - 東勢高工,16,梅子,回程
956,206延,石岡國中 - 東勢高工,17,新豐冷凍,回程
956,206延,石岡國中 - 東勢高工,18,社寮角,回程
956,206延,石岡國中 - 東勢高工,19,情人木橋,回程
956,206延,石岡國中 - 東勢高工,20,九房厝,回程
956,206延,石岡國中 - 東勢高工,21,石岡區公所,回程
956,206延,石岡國中 - 東勢高工,22,石岡,回程
956,206延,石岡國中 - 東勢高工,23,石岡國小,回程
956,206延,石岡國中 - 東勢高工,24,石岡,回程
956,206延,石岡國中 - 東勢高工,25,石岡區公所,回程
956,206延,石岡國中 - 東勢高工,26,九房厝,回程
956,206延,石岡國中 - 東勢高工,27,情人木橋,回程
956,206延,石岡國中 - 東勢高工,28,社寮角,回程
956,206延,石岡國中 - 東勢高工,29,新豐冷凍,回程
956,206延,石岡國中 - 東勢高工,30,梅子,回程
956,206延,石岡國中 - 東勢高工,31,石岡國中,回程
207,207,豐原 - 谷關,1,豐原,去程
207,207,豐原 - 谷關,2,頂街(中正路),去程
207,207,豐原 - 谷關,3,新都酒店,去程
207,207,豐原 - 谷關,4,豐原老人會館,去程
207,207,豐原 - 谷關,5,向陽圓環東路口,去程
207,207,豐原 - 谷關,6,葫蘆墩文化中心,去程
207,207,豐原 - 谷關,7,圓環東水源路口,去程
207,207,豐原 - 谷關,8,大楓樹福德祠,去程
207,207,豐原 - 谷關,9,永豐原紙廠,去程
207,207,豐原 - 谷關,10,翁子,去程
207,207,豐原 - 谷關,11,翁子保養場,去程
207,207,豐原 - 谷關,12,翁子國小,去程
207,207,豐原 - 谷關,13,半張,去程
207,207,豐原 - 谷關,14,豐勢國豐路口,去程
207,207,豐原 - 谷關,15,國家教育研究院,去程
207,207,豐原 - 谷關,16,朴子口,去程
207,207,豐原 - 谷關,17,民安,去程
207,207,豐原 - 谷關,18,埤頭,去程
207,207,豐原 - 谷關,19,石岡水壩,去程
207,207,豐原 - 谷關,20,岡尾,去程
207,207,豐原 - 谷關,21,石岡,去程
207,207,豐原 - 谷關,22,石岡區公所,去程
207,207,豐原 - 谷關,23,九房厝,去程
207,207,豐原 - 谷關,24,情人木橋,去程
207,207,豐原 - 谷關,25,社寮角,去程
207,207,豐原 - 谷關,26,新豐冷凍,去程
207,207,豐原 - 谷關,27,梅子,去程
207,207,豐原 - 谷關,28,明山寺,去程
207,207,豐原 - 谷關,29,下土牛,去程
207,207,豐原 - 谷關,30,連厝,去程
207,207,豐原 - 谷關,31,德興里,去程
207,207,豐原 - 谷關,32,土牛(豐勢路),去程
207,207,豐原 - 谷關,33,東勢游泳池,去程
207,207,豐原 - 谷關,34,東勢,去程
207,207,豐原 - 谷關,35,南平里,去程
207,207,豐原 - 谷關,36,中嵙口,去程
207,207,豐原 - 谷關,37,東勢南站,去程
207,207,豐原 - 谷關,38,石角口,去程
207,207,豐原 - 谷關,39,東勢林業文化園區,去程
207,207,豐原 - 谷關,40,新盛里(東勢高工),去程
207,207,豐原 - 谷關,41,尾社,去程
207,207,豐原 - 谷關,42,三鑫公司,去程
207,207,豐原 - 谷關,43,東關福山路口,去程
207,207,豐原 - 谷關,44,新伯公,去程
207,207,豐原 - 谷關,45,詒新,去程
207,207,豐原 - 谷關,46,下城里,去程
207,207,豐原 - 谷關,47,上城里,去程
207,207,豐原 - 谷關,48,上城街口,去程
207,207,豐原 - 谷關,49,頭汴角,去程
207,207,豐原 - 谷關,50,成功新村,去程
207,207,豐原 - 谷關,51,大茅埔,去程
207,207,豐原 - 谷關,52,慶福里(天公廟),去程
207,207,豐原 - 谷關,53,下段,去程
207,207,豐原 - 谷關,54,上段,去程
207,207,豐原 - 谷關,55,水簡頭,去程
207,207,豐原 - 谷關,56,馬鞍寮,去程
207,207,豐原 - 谷關,57,東關湖楓路口,去程
207,207,豐原 - 谷關,58,老楓樹下,去程
207,207,豐原 - 谷關,59,楓樹下,去程
207,207,豐原 - 谷關,60,天冷,去程
207,207,豐原 - 谷關,61,大同橋,去程
207,207,豐原 - 谷關,62,燥坑,去程
207,207,豐原 - 谷關,63,和合,去程
207,207,豐原 - 谷關,64,東關和榮路口,去程
207,207,豐原 - 谷關,65,外和平,去程
207,207,豐原 - 谷關,66,和平,去程
207,207,豐原 - 谷關,67,和平區農會,去程
207,207,豐原 - 谷關,68,和平衛生所,去程
207,207,豐原 - 谷關,69,和平國小,去程
207,207,豐原 - 谷關,70,南勢(東關路),去程
207,207,豐原 - 谷關,71,下白鹿,去程
207,207,豐原 - 谷關,72,白鹿橋頭,去程
207,207,豐原 - 谷關,73,馬鞍壩,去程
207,207,豐原 - 谷關,74,鐵線橋頭,去程
207,207,豐原 - 谷關,75,白冷,去程
207,207,豐原 - 谷關,76,天輪,去程
207,207,豐原 - 谷關,77,天輪新村,去程
207,207,豐原 - 谷關,78,大道院,去程
207,207,豐原 - 谷關,79,裡冷,去程
207,207,豐原 - 谷關,80,土場,去程
207,207,豐原 - 谷關,81,下博愛,去程
207,207,豐原 - 谷關,82,武漢技訓中心,去程
207,207,豐原 - 谷關,83,博愛,去程
207,207,豐原 - 谷關,84,松鶴,去程
207,207,豐原 - 谷關,85,麗陽,去程
207,207,豐原 - 谷關,86,中麗陽,去程
207,207,豐原 - 谷關,87,上麗陽,去程
207,207,豐原 - 谷關,88,十文溪,去程
207,207,豐原 - 谷關,89,佳保臺,去程
207,207,豐原 - 谷關,90,龍谷樂園,去程
207,207,豐原 - 谷關,91,谷關,去程
207,207,豐原 - 谷關,1,谷關,回程
207,207,豐原 - 谷關,2,龍谷樂園,回程
207,207,豐原 - 谷關,3,佳保臺,回程
207,207,豐原 - 谷關,4,十文溪,回程
207,207,豐原 - 谷關,5,上麗陽,回程
207,207,豐原 - 谷關,6,中麗陽,回程
207,207,豐原 - 谷關,7,麗陽,回程
207,207,豐原 - 谷關,8,松鶴,回程
207,207,豐原 - 谷關,9,博愛,回程
207,207,豐原 - 谷關,10,武漢技訓中心,回程
207,207,豐原 - 谷關,11,下博愛,回程
207,207,豐原 - 谷關,12,土場,回程
207,207,豐原 - 谷關,13,裡冷,回程
207,207,豐原 - 谷關,14,大道院,回程
207,207,豐原 - 谷關,15,天輪新村,回程
207,207,豐原 - 谷關,16,天輪,回程
207,207,豐原 - 谷關,17,白冷,回程
207,207,豐原 - 谷關,18,鐵線橋頭,回程
207,207,豐原 - 谷關,19,馬鞍壩,回程
207,207,豐原 - 谷關,20,白鹿橋頭,回程
207,207,豐原 - 谷關,21,下白鹿,回程
207,207,豐原 - 谷關,22,南勢(東關路),回程
207,207,豐原 - 谷關,23,和平國小,回程
207,207,豐原 - 谷關,24,和平衛生所,回程
207,207,豐原 - 谷關,25,和平區農會,回程
207,207,豐原 - 谷關,26,和平,回程
207,207,豐原 - 谷關,27,外和平,回程
207,207,豐原 - 谷關,28,東關和榮路口,回程
207,207,豐原 - 谷關,29,和合,回程
207,207,豐原 - 谷關,30,燥坑,回程
207,207,豐原 - 谷關,31,大同橋,回程
207,207,豐原 - 谷關,32,天冷,回程
207,207,豐原 - 谷關,33,楓樹下,回程
207,207,豐原 - 谷關,34,老楓樹下,回程
207,207,豐原 - 谷關,35,東關湖楓路口,回程
207,207,豐原 - 谷關,36,馬鞍寮,回程
207,207,豐原 - 谷關,37,水簡頭,回程
207,207,豐原 - 谷關,38,上段,回程
207,207,豐原 - 谷關,39,下段,回程
207,207,豐原 - 谷關,40,慶福里(天公廟),回程
207,207,豐原 - 谷關,41,大茅埔,回程
207,207,豐原 - 谷關,42,成功新村,回程
207,207,豐原 - 谷關,43,頭汴角,回程
207,207,豐原 - 谷關,44,上城街口,回程
207,207,豐原 - 谷關,45,上城里,回程
207,207,豐原 - 谷關,46,下城里,回程
207,207,豐原 - 谷關,47,詒新,回程
207,207,豐原 - 谷關,48,新伯公,回程
207,207,豐原 - 谷關,49,東關福山路口,回程
207,207,豐原 - 谷關,50,三鑫公司,回程
207,207,豐原 - 谷關,51,尾社,回程
207,207,豐原 - 谷關,52,新盛里(東勢高工),回程
207,207,豐原 - 谷關,53,東勢林業文化園區,回程
207,207,豐原 - 谷關,54,石角口,回程
207,207,豐原 - 谷關,55,東勢南站,回程
207,207,豐原 - 谷關,56,中嵙口,回程
207,207,豐原 - 谷關,57,南平里,回程
207,207,豐原 - 谷關,58,東勢,回程
207,207,豐原 - 谷關,59,東勢老人會館,回程
207,207,豐原 - 谷關,60,東新國中,回程
207,207,豐原 - 谷關,61,新豐新寧街口,回程
207,207,豐原 - 谷關,62,土牛(豐勢路),回程
207,207,豐原 - 谷關,63,德興里,回程
207,207,豐原 - 谷關,64,連厝,回程
207,207,豐原 - 谷關,65,下土牛,回程
207,207,豐原 - 谷關,66,明山寺,回程
207,207,豐原 - 谷關,67,梅子,回程
207,207,豐原 - 谷關,68,新豐冷凍,回程
207,207,豐原 - 谷關,69,社寮角,回程
207,207,豐原 - 谷關,70,情人木橋,回程
207,207,豐原 - 谷關,71,九房厝,回程
207,207,豐原 - 谷關,72,石岡區公所,回程
207,207,豐原 - 谷關,73,石岡,回程
207,207,豐原 - 谷關,74,岡尾,回程
207,207,豐原 - 谷關,75,石岡水壩,回程
207,207,豐原 - 谷關,76,埤頭,回程
207,207,豐原 - 谷關,77,民安,回程
207,207,豐原 - 谷關,78,朴子口,回程
207,207,豐原 - 谷關,79,國家教育研究院,回程
207,207,豐原 - 谷關,80,豐勢國豐路口,回程
207,207,豐原 - 谷關,81,半張,回程
207,207,豐原 - 谷關,82,翁子國小,回程
207,207,豐原 - 谷關,83,翁子保養場,回程
207,207,豐原 - 谷關,84,翁子,回程
207,207,豐原 - 谷關,85,永豐原紙廠,回程
207,207,豐原 - 谷關,86,大楓樹福德祠,回程
207,207,豐原 - 谷關,87,圓環東水源路口,回程
207,207,豐原 - 谷關,88,葫蘆墩文化中心,回程
207,207,豐原 - 谷關,89,向陽圓環東路口,回程
207,207,豐原 - 谷關,90,豐原老人會館,回程
207,207,豐原 - 谷關,91,新都酒店,回程
207,207,豐原 - 谷關,92,和平街,回程
207,207,豐原 - 谷關,93,豐原,回程
208,208,豐原 - 卓蘭,1,豐原,去程
208,208,豐原 - 卓蘭,2,頂街(中正路),去程
208,208,豐原 - 卓蘭,3,新都酒店,去程
208,208,豐原 - 卓蘭,4,豐原老人會館,去程
208,208,豐原 - 卓蘭,5,向陽圓環東路口,去程
208,208,豐原 - 卓蘭,6,葫蘆墩文化中心,去程
208,208,豐原 - 卓蘭,7,圓環東水源路口,去程
208,208,豐原 - 卓蘭,8,大楓樹福德祠,去程
208,208,豐原 - 卓蘭,9,永豐原紙廠,去程
208,208,豐原 - 卓蘭,10,翁子,去程
208,208,豐原 - 卓蘭,11,翁子保養場,去程
208,208,豐原 - 卓蘭,12,翁子國小,去程
208,208,豐原 - 卓蘭,13,半張,去程
208,208,豐原 - 卓蘭,14,豐勢國豐路口,去程
208,208,豐原 - 卓蘭,15,國家教育研究院,去程
208,208,豐原 - 卓蘭,16,朴子口,去程
208,208,豐原 - 卓蘭,17,民安,去程
208,208,豐原 - 卓蘭,18,埤頭,去程
208,208,豐原 - 卓蘭,19,石岡水壩,去程
208,208,豐原 - 卓蘭,20,岡尾,去程
208,208,豐原 - 卓蘭,21,石岡,去程
208,208,豐原 - 卓蘭,22,石岡區公所,去程
208,208,豐原 - 卓蘭,23,九房厝,去程
208,208,豐原 - 卓蘭,24,情人木橋,去程
208,208,豐原 - 卓蘭,25,社寮角,去程
208,208,豐原 - 卓蘭,26,新豐冷凍,去程
208,208,豐原 - 卓蘭,27,梅子,去程
208,208,豐原 - 卓蘭,28,明山寺,去程
208,208,豐原 - 卓蘭,29,下土牛,去程
208,208,豐原 - 卓蘭,30,連厝,去程
208,208,豐原 - 卓蘭,31,德興里,去程
208,208,豐原 - 卓蘭,32,土牛(豐勢路),去程
208,208,豐原 - 卓蘭,33,東勢游泳池,去程
